"","name","player_id","year","pa","avg","obp","slg","ops","iso","woba","home_run","k_pct+","bb_pct+","xba+","xslg+","xwoba+","xwobacon+","barrel_rate+","hard_hit_pct+","z_sw_miss_pct+","oz_sw_pct+","oz_sw_miss_pct+","hr_rate+","probC1","probC2","probC3","probC4","probC5","probC6","probC7","probC8","Cluster","maxProb","PlayerYear"
"2223","DeJong, Paul",657557,2019,664,0.233,0.318,0.444,0.762,0.211,0.322,30,101.78,106.56,94.08,102.21,101.43,99.57,110.03,89.9,93.3,97.17,110.02,119.02,0.264,0.067,0.2,0,0.002,0.005,0.011,0.45,8,0.45,"Paul DeJong 2019"
"2224","DeJong, Paul",657557,2021,402,0.197,0.284,0.39,0.674,0.193,0.293,19,114.67,97.97,85.06,99.19,96.34,97.38,125.61,88.81,104.85,99.47,117.69,138.54,0.185,0.348,0.077,0,0.001,0.041,0.001,0.347,2,0.348,"Paul DeJong 2021"
"2225","DeJong, Paul",657557,2022,237,0.157,0.245,0.286,0.531,0.129,0.241,6,150.76,108.79,75.23,83.18,85.75,94.73,124.84,96.68,153.13,95.24,133.29,86.68,0.001,0.894,0,0,0,0.082,0,0.022,2,0.894,"Paul DeJong 2022"
"2226","DeJong, Paul",657557,2023,400,0.207,0.258,0.355,0.613,0.148,0.266,14,135,61.35,87.69,86.46,86.16,96.91,79.27,83.05,137.2,124.82,132.21,107.72,0.005,0.971,0.014,0,0,0.003,0,0.006,2,0.971,"Paul DeJong 2023"
"2227","Goldschmidt, Paul",502671,2015,694,0.321,0.435,0.57,1.005,0.249,0.418,33,111.15,216.42,111.4,139.16,127.57,133.76,220.61,134.85,138.25,69.19,96.56,171.03,0,0,0,1,0,0,0,0,4,1,"Paul Goldschmidt 2015"
"2228","Goldschmidt, Paul",502671,2016,704,0.297,0.411,0.489,0.9,0.192,0.382,24,104.59,186.06,107.07,109.76,113.61,111.57,118.82,120.11,117.23,72.29,87.65,107.23,0.245,0,0.002,0.025,0,0.008,0.186,0.533,8,0.533,"Paul Goldschmidt 2016"
"2229","Goldschmidt, Paul",502671,2017,664,0.297,0.404,0.563,0.967,0.266,0.4,36,105.88,162.04,111.85,131.34,122.23,125.88,199.14,137.72,126.5,83.73,97.7,157.3,0.017,0,0,0.981,0,0.001,0.001,0,4,0.981,"Paul Goldschmidt 2017"
"2230","Goldschmidt, Paul",502671,2018,690,0.29,0.389,0.533,0.922,0.243,0.39,33,117.1,149.63,109.68,129.98,120.09,128.79,191.42,120.27,122.3,93.41,93.48,152.52,0.142,0,0,0.848,0,0.004,0.004,0.002,4,0.848,"Paul Goldschmidt 2018"
"2231","Goldschmidt, Paul",502671,2019,682,0.26,0.346,0.476,0.822,0.216,0.346,34,110.41,130.62,102.02,116.65,110.01,113.87,144.58,112.44,130.04,98.2,84.26,131.33,0.848,0,0.005,0.008,0,0.019,0.026,0.094,1,0.848,"Paul Goldschmidt 2019"
"2232","Goldschmidt, Paul",502671,2021,679,0.294,0.365,0.514,0.879,0.22,0.373,31,89.58,111.48,118.12,137.11,122.59,122.84,161.15,127.31,118.87,91.15,77.76,133.83,0.351,0,0,0.515,0,0,0.132,0.002,4,0.515,"Paul Goldschmidt 2021"
"2233","Goldschmidt, Paul",502671,2022,651,0.317,0.404,0.578,0.982,0.261,0.419,35,98.24,147.9,107.89,122.61,117.86,116.97,147.77,121.88,124.34,85.68,90.76,184.07,0.451,0,0,0.475,0,0.007,0.045,0.021,4,0.475,"Paul Goldschmidt 2022"
"2234","Goldschmidt, Paul",502671,2023,687,0.268,0.363,0.447,0.81,0.179,0.35,25,104.26,147,108.51,117.6,113.74,115.88,141.98,127.07,133.18,92.39,85.83,112,0.775,0,0.002,0.061,0,0.011,0.07,0.08,1,0.775,"Paul Goldschmidt 2023"
"2235","Orlando, Paulo",449181,2015,251,0.249,0.269,0.444,0.713,0.195,0.303,7,107.58,25.46,104.22,102.5,95.59,102.99,91.77,109.8,98.37,124.41,109.4,100.31,0.413,0.043,0.524,0,0.001,0.001,0.002,0.016,3,0.524,"Paulo Orlando 2015"
"2236","Orlando, Paulo",449181,2016,483,0.302,0.329,0.405,0.734,0.103,0.317,5,106.55,32.2,111.02,98.49,97.43,104.05,80.73,105.44,103.92,132.77,107.8,32.56,0.137,0.036,0.813,0,0.004,0,0.002,0.008,3,0.813,"Paulo Orlando 2016"
"2237","Smith, Pavin",656976,2021,545,0.267,0.328,0.404,0.732,0.137,0.318,11,86.9,86.71,104.01,95.86,97.89,94.23,60.43,107.43,52.14,86.09,88.9,59.16,0.014,0.009,0.775,0,0.071,0,0.046,0.086,3,0.775,"Pavin Smith 2021"
"2238","Smith, Pavin",656976,2022,277,0.22,0.3,0.367,0.667,0.147,0.294,9,109.56,123.45,89.29,96.41,97.63,98.02,126.12,92.31,78.87,82.27,92.9,111.24,0.069,0.073,0.128,0,0.003,0.002,0.009,0.715,8,0.715,"Pavin Smith 2022"
"2239","Smith, Pavin",656976,2023,228,0.188,0.317,0.325,0.642,0.137,0.293,7,87.77,178.25,91.29,93.65,102.27,90.07,88.74,104.56,58.55,80.89,101.52,94.49,0.013,0.011,0.069,0,0.006,0,0.032,0.869,8,0.869,"Pavin Smith 2023"
"2240","Severino, Pedro",600474,2018,213,0.168,0.254,0.247,0.501,0.079,0.221,2,103.11,97.83,79.33,68.04,77.56,72.98,29.56,53.03,101.52,113.88,75.66,29.95,0,0.369,0.024,0,0.607,0,0,0,5,0.607,"Pedro Severino 2018"
"2241","Severino, Pedro",600474,2019,341,0.249,0.321,0.42,0.741,0.171,0.316,13,97.24,97.39,105.2,101.52,102.96,101.65,108.76,89.11,90.39,83.33,114.36,100.43,0.249,0.02,0.226,0,0.002,0.002,0.045,0.457,8,0.457,"Pedro Severino 2019"
"2242","Severino, Pedro",600474,2021,419,0.248,0.308,0.383,0.691,0.135,0.299,11,116.46,91.21,100.38,95.62,96.03,101.58,90.06,96.86,104.85,102.37,126.97,76.95,0.198,0.27,0.22,0,0.002,0.009,0.002,0.299,8,0.299,"Pedro Severino 2021"
"2243","Álvarez, Pedro",476883,2015,491,0.243,0.318,0.469,0.787,0.226,0.333,27,136.13,124.76,102.62,117.47,108.57,121.4,217.08,137.18,133.6,95.44,137.75,197.78,0.17,0,0,0.322,0,0.506,0,0.001,6,0.506,"Pedro Álvarez 2015"
"2244","Álvarez, Pedro",476883,2016,376,0.249,0.322,0.504,0.826,0.255,0.349,22,126.69,116.89,103.51,120.06,110.5,120.98,194.98,138.71,126.73,106.01,135.79,184.04,0.444,0,0,0.282,0,0.272,0,0.002,1,0.444,"Pedro Álvarez 2016"
"2245","Alonso, Pete",624413,2019,693,0.26,0.358,0.583,0.941,0.323,0.384,53,119.96,119.16,102.02,126.27,116.44,125.31,202.16,113.24,111.38,110.31,100.39,201.47,0.594,0,0,0.377,0,0.024,0.002,0.002,1,0.594,"Pete Alonso 2019"
"2246","Alonso, Pete",624413,2021,637,0.262,0.344,0.519,0.863,0.257,0.363,37,89.14,105.85,109.25,129.24,116.41,114.97,175.37,119,93.07,111.41,95.64,170.26,0.859,0,0.001,0.076,0,0.001,0.059,0.004,1,0.859,"Pete Alonso 2021"
"2247","Alonso, Pete",624413,2022,685,0.271,0.352,0.518,0.87,0.247,0.366,40,84.66,119.79,108.3,123.63,113.37,110.65,156.69,115.19,90.38,114.36,90.52,199.93,0.86,0,0.003,0.033,0,0.001,0.095,0.008,1,0.86,"Pete Alonso 2022"
"2248","Alonso, Pete",624413,2023,658,0.217,0.318,0.504,0.822,0.287,0.346,46,102.03,114.59,98.5,126.22,114.05,114.82,173.93,100.31,102.76,95.53,99.45,215.15,0.859,0,0.001,0.086,0,0.016,0.017,0.021,1,0.859,"Pete Alonso 2023"
"2249","Bourjos, Peter",488721,2015,225,0.2,0.29,0.333,0.623,0.133,0.271,4,133.58,106.94,85.45,76.32,86.1,89.26,61.77,72.23,107.01,107.37,138.82,63.94,0,0.981,0.007,0,0.001,0,0,0.01,2,0.981,"Peter Bourjos 2015"
"2250","Bourjos, Peter",488721,2016,383,0.251,0.292,0.389,0.681,0.138,0.291,5,116.87,52.48,89.68,76.92,80.93,85.76,39.61,92.48,125.46,123.73,119.31,41.06,0,0.951,0.04,0,0.008,0,0,0.001,2,0.951,"Peter Bourjos 2016"
"2251","Bourjos, Peter",488721,2017,203,0.223,0.272,0.383,0.655,0.16,0.28,5,125.05,67.33,83.89,75.05,79.12,84.01,53.9,76.84,134.78,109.21,104.08,71.46,0,0.98,0.013,0,0.005,0,0,0.002,2,0.98,"Peter Bourjos 2017"
"2252","Gosselin, Phil",594838,2016,240,0.277,0.324,0.368,0.692,0.091,0.302,2,94.28,75.14,103.51,80.76,89.96,88.18,25.9,69.64,64.63,102.88,99.95,26.21,0,0.05,0.407,0,0.538,0,0,0.004,5,0.538,"Phil Gosselin 2016"
"2253","Gosselin, Phil",594838,2021,373,0.261,0.314,0.362,0.676,0.101,0.297,7,97.2,72.07,96.75,84.41,88.93,87.93,40.29,88.31,71.77,113.58,82.4,55.01,0.001,0.078,0.616,0,0.299,0,0,0.006,3,0.616,"Phil Gosselin 2021"
"2254","Ervin, Phillip",640447,2018,247,0.252,0.324,0.404,0.728,0.152,0.315,7,113.37,93.23,97.14,90.72,95.38,96.6,60.52,94.58,140.11,89.81,90.31,90.38,0.056,0.364,0.256,0,0.007,0.002,0.001,0.313,2,0.364,"Phillip Ervin 2018"
"2255","Ervin, Phillip",640447,2019,260,0.271,0.331,0.466,0.797,0.195,0.334,7,109.96,79.06,94.08,85.71,92.24,94.37,58.86,82.48,110.21,92.67,117,70.92,0.008,0.679,0.196,0,0.017,0,0,0.099,2,0.679,"Phillip Ervin 2019"
"2256","Evans, Phillip",595943,2021,247,0.206,0.312,0.299,0.611,0.093,0.278,5,96.3,127.25,98.37,82.03,96.34,88.72,50.95,107.93,79.06,92.6,102.83,59.34,0.01,0.129,0.454,0,0.068,0,0.006,0.333,3,0.454,"Phillip Evans 2021"
"2257","Tucker, Preston",605512,2015,323,0.243,0.297,0.437,0.734,0.194,0.318,13,107.58,78.93,99.43,100.26,98.44,100.52,98.83,113.01,151.55,98.51,92.81,144.76,0.686,0.042,0.083,0,0,0.025,0.003,0.16,1,0.686,"Preston Tucker 2015"
"2258","Fielder, Prince",425902,2015,693,0.305,0.378,0.463,0.841,0.158,0.36,23,64.75,117.12,110.61,113.47,110.79,101.35,112.95,129.61,69.79,110.44,96.56,119.37,0.382,0,0.062,0,0,0,0.525,0.031,7,0.525,"Prince Fielder 2015"
"2259","Fielder, Prince",425902,2016,370,0.212,0.292,0.334,0.626,0.122,0.276,8,83.48,102.57,97.58,93.7,99.29,91.68,91.4,89.37,77.31,103.92,117.74,68.01,0.037,0.099,0.634,0,0.032,0,0.008,0.191,3,0.634,"Prince Fielder 2016"
"2260","Devers, Rafael",646240,2017,240,0.284,0.338,0.482,0.82,0.198,0.344,10,114.03,85.58,90.58,97.57,91.75,96.73,127.27,129.9,120.59,117.58,101.27,120.89,0.571,0.162,0.103,0,0,0.04,0.001,0.123,1,0.571,"Rafael Devers 2017"
"2261","Devers, Rafael",646240,2018,490,0.24,0.298,0.433,0.731,0.193,0.31,21,115.24,89.78,94.3,99.26,94.76,101.16,128.08,114.81,131.8,117.12,94.21,136.68,0.695,0.076,0.083,0,0,0.035,0.001,0.109,1,0.695,"Rafael Devers 2018"
"2262","Devers, Rafael",646240,2019,702,0.311,0.361,0.555,0.916,0.244,0.377,32,77.24,77.91,118.3,120.55,112.46,109.71,115.15,128.62,116.63,128.98,75.11,120.08,0.825,0,0.031,0.001,0,0,0.141,0.003,1,0.825,"Rafael Devers 2019"
"2263","Devers, Rafael",646240,2021,664,0.279,0.352,0.538,0.89,0.259,0.373,38,96.3,104.73,117.31,135.2,121.66,125.2,177.74,130.33,126.72,117.2,88.9,167.75,0.419,0,0,0.569,0,0,0.011,0,4,0.569,"Rafael Devers 2021"
"2264","Devers, Rafael",646240,2022,614,0.295,0.358,0.521,0.879,0.226,0.373,27,84.21,99.01,116.57,126.43,115.93,115.32,146.5,130.88,126.65,123.57,92.66,150.56,0.926,0,0.001,0.035,0,0,0.035,0.002,1,0.926,"Rafael Devers 2022"
"2265","Devers, Rafael",646240,2023,656,0.271,0.351,0.5,0.851,0.229,0.359,33,85.54,109.96,112.92,129.1,117.77,116.14,150.26,137.83,136.63,113.31,70.84,154.82,0.804,0,0.001,0.132,0,0.001,0.061,0.002,1,0.804,"Rafael Devers 2023"
"2266","Ortega, Rafael",542364,2016,201,0.232,0.283,0.292,0.575,0.06,0.257,1,55.98,77.53,104.7,77.4,88.4,78.51,0,66.54,46.26,113.65,68.03,15.65,0,0,0.058,0,0.941,0,0,0,5,0.941,"Rafael Ortega 2016"
"2267","Ortega, Rafael",542364,2021,330,0.291,0.36,0.463,0.823,0.172,0.355,11,94.96,102.48,101.59,90.85,96.03,93.18,67.54,87.05,75.13,90.79,93.31,97.71,0.02,0.052,0.671,0,0.064,0,0.014,0.179,3,0.671,"Rafael Ortega 2021"
"2268","Ortega, Rafael",542364,2022,371,0.241,0.331,0.358,0.689,0.117,0.305,7,90.09,145.46,99.62,88.02,98.59,90.88,61.15,86.65,61.6,88.07,90.29,64.6,0.005,0.031,0.477,0,0.149,0,0.024,0.314,3,0.477,"Rafael Ortega 2022"
"2269","Tapia, Raimel",606132,2019,447,0.275,0.309,0.415,0.724,0.14,0.307,9,101.78,53.85,99.64,85.02,87.33,90.21,47.34,83.8,119.54,142.12,89.8,53.04,0.002,0.276,0.649,0,0.071,0,0,0.002,3,0.649,"Raimel Tapia 2019"
"2270","Tapia, Raimel",606132,2021,533,0.273,0.327,0.372,0.699,0.099,0.305,6,58.68,84.46,97.16,73.44,84.3,73.23,24.88,79.25,49.34,119.37,63.6,33,0,0.001,0.065,0,0.934,0,0,0,5,0.934,"Raimel Tapia 2021"
"2271","Tapia, Raimel",606132,2022,433,0.265,0.292,0.38,0.672,0.115,0.293,7,84.66,45.23,105.82,93.11,91.85,92.26,64.97,97.71,80.59,144.4,77.46,55.35,0.004,0.009,0.931,0,0.054,0,0.001,0.001,3,0.931,"Raimel Tapia 2022"
"2272","Davis, Rajai",434658,2015,370,0.258,0.306,0.44,0.746,0.182,0.32,8,104.52,75.11,93.44,85.04,88.95,88.99,52.95,82.42,85.08,101.23,102.44,77.77,0.003,0.414,0.439,0,0.109,0,0,0.035,3,0.439,"Rajai Davis 2015"
"2273","Davis, Rajai",434658,2016,495,0.249,0.306,0.388,0.694,0.139,0.302,12,105.08,79.91,92.84,82.92,88.09,87.38,51.79,84.3,100.75,110.87,109.63,76.25,0.002,0.643,0.279,0,0.051,0,0,0.025,2,0.643,"Rajai Davis 2016"
"2274","Davis, Rajai",434658,2017,366,0.235,0.293,0.348,0.641,0.113,0.279,5,108.76,84.44,90.19,75.99,83.13,83.21,35.93,71.91,101.08,108.84,107.14,39.64,0,0.764,0.102,0,0.129,0,0,0.005,2,0.764,"Rajai Davis 2017"
"2275","Davis, Rajai",434658,2018,216,0.224,0.278,0.281,0.559,0.057,0.251,1,103.57,58.7,90.26,71.21,81,79.96,18.3,73.8,70.06,120.71,111.05,14.76,0,0.4,0.126,0,0.474,0,0,0.001,5,0.474,"Rajai Davis 2018"
"2276","Flores, Ramón",570717,2016,289,0.205,0.294,0.261,0.555,0.056,0.25,2,98.7,127.62,86.52,66.86,83.42,76.09,22.85,56.95,81.74,81.68,68.03,21.77,0,0.057,0.022,0,0.92,0,0,0.002,5,0.92,"Ramón Flores 2016"
"2277","Laureano, Ramón",657656,2019,481,0.288,0.34,0.521,0.861,0.233,0.356,24,116.32,64.17,106.39,110.92,104.8,112.83,124.11,107.14,100.88,103.04,126.88,131.44,0.925,0.002,0.019,0,0,0.014,0.004,0.036,1,0.925,"Ramón Laureano 2019"
"2278","Laureano, Ramón",657656,2021,378,0.246,0.317,0.443,0.76,0.197,0.327,14,116.01,79.95,98.77,109.45,103.44,109.19,126.79,101.14,94.2,109.96,113.51,108.57,0.792,0.014,0.078,0,0,0.011,0.006,0.099,1,0.792,"Ramón Laureano 2021"
"2279","Laureano, Ramón",657656,2022,383,0.211,0.287,0.376,0.663,0.165,0.294,13,123.14,79.45,90.53,102.26,98.59,104.34,147.77,98.74,115.71,98.31,125.21,116.21,0.472,0.13,0.032,0,0,0.151,0.001,0.214,1,0.472,"Ramón Laureano 2022"
"2280","Laureano, Ramón",657656,2023,404,0.224,0.304,0.371,0.675,0.147,0.298,9,125.64,94.91,92.9,90.78,95.14,100.34,114.77,89.8,93.57,94.13,140.52,68.56,0.055,0.559,0.065,0,0.001,0.017,0,0.303,2,0.559,"Ramón Laureano 2023"
"2281","Urías, Ramón",602104,2021,296,0.279,0.361,0.412,0.773,0.133,0.341,7,115.11,106.98,108.85,101.82,106.22,110.51,114.94,106.93,114.94,73.79,101.44,69.32,0.372,0.005,0.047,0,0,0.007,0.045,0.523,8,0.523,"Ramón Urías 2021"
"2282","Urías, Ramón",602104,2022,445,0.248,0.305,0.414,0.719,0.166,0.313,16,99.6,81.9,103.34,106.84,102.77,104.61,122.29,119.56,120.89,98.99,102.4,123.1,0.828,0.004,0.05,0,0,0.008,0.014,0.096,1,0.828,"Ramón Urías 2022"
"2283","Urías, Ramón",602104,2023,396,0.264,0.328,0.375,0.703,0.111,0.31,4,113.61,78.71,90.49,80.48,87.09,87.7,81.64,95.3,115.96,99.36,115.83,31.09,0.001,0.883,0.076,0,0.01,0,0,0.029,2,0.883,"Ramón Urías 2023"
"2284","Grichuk, Randal",545341,2015,350,0.276,0.329,0.548,0.877,0.272,0.37,17,160.09,80.2,97.03,121.71,106.99,131.56,296.5,134.85,125.63,112.14,150.59,174.7,0.07,0,0,0.082,0,0.848,0,0,6,0.848,"Randal Grichuk 2015"
"2285","Grichuk, Randal",545341,2016,478,0.24,0.289,0.48,0.769,0.24,0.325,24,144.85,70.37,93.24,112.63,99.92,116.14,149.28,129.97,142.57,124.08,119.31,157.93,0.581,0.001,0,0,0,0.413,0,0.004,1,0.581,"Randal Grichuk 2016"
"2286","Grichuk, Randal",545341,2017,442,0.238,0.285,0.473,0.758,0.235,0.315,22,144.21,67.33,96.1,117.5,102.21,121.11,239.56,120.04,121.18,111.03,126.52,144.41,0.554,0,0,0.004,0,0.439,0,0.003,1,0.554,"Randal Grichuk 2017"
"2287","Grichuk, Randal",545341,2018,462,0.245,0.301,0.502,0.803,0.257,0.34,25,123.17,66.76,97.95,118.03,105.39,115.65,202.68,118.63,121.11,117.48,127.89,172.57,0.858,0,0,0.004,0,0.134,0,0.003,1,0.858,"Randal Grichuk 2018"
"2288","Grichuk, Randal",545341,2019,628,0.232,0.28,0.457,0.737,0.225,0.307,31,118.14,64.17,93.69,98.09,93.15,99.83,108.76,105.55,97.38,115.49,117.97,130.04,0.419,0.253,0.216,0,0.001,0.014,0.001,0.097,1,0.419,"Randal Grichuk 2019"
"2289","Grichuk, Randal",545341,2021,545,0.241,0.281,0.423,0.704,0.182,0.3,22,93.61,56.31,94.33,95.86,91.71,92.39,100.72,103.41,72.89,117.2,103.99,118.33,0.081,0.109,0.759,0,0.014,0,0.002,0.036,3,0.759,"Randal Grichuk 2021"
"2290","Grichuk, Randal",545341,2022,538,0.259,0.299,0.425,0.724,0.166,0.315,19,106.84,55,94.66,94.12,90.24,94.18,86.62,112.11,81.74,111.62,108.82,120.91,0.133,0.228,0.565,0,0.007,0.001,0.001,0.064,3,0.565,"Randal Grichuk 2022"
"2291","Grichuk, Randal",545341,2023,471,0.267,0.321,0.459,0.78,0.192,0.333,16,90.89,71.76,105.31,101.79,100.1,99.28,84.01,113.31,82.09,121.68,110.29,104.55,0.365,0.014,0.556,0,0.002,0,0.018,0.045,3,0.556,"Randal Grichuk 2023"
"2292","Arozarena, Randy",668227,2021,604,0.274,0.356,0.459,0.815,0.185,0.35,20,125.86,104.73,89.5,87.99,93.87,98.43,97.17,106.42,141.29,89.71,114.21,97.06,0.062,0.52,0.027,0,0,0.06,0,0.331,2,0.52,"Randy Arozarena 2021"
"2293","Arozarena, Randy",668227,2022,645,0.263,0.327,0.445,0.772,0.182,0.336,20,109.56,86.79,96.73,97.18,96.67,98.85,100.64,105.42,122.62,105.48,98.13,106.16,0.336,0.156,0.266,0,0.001,0.007,0.003,0.23,1,0.336,"Randy Arozarena 2022"
"2294","Arozarena, Randy",668227,2023,654,0.254,0.364,0.425,0.789,0.171,0.347,23,106.48,141.21,97.3,104.19,108.78,106.13,145.53,120.82,134.91,95.88,92.06,108.24,0.609,0.002,0.01,0.002,0,0.047,0.015,0.315,1,0.609,"Randy Arozarena 2023"
"2295","McGuire, Reese",624512,2021,217,0.253,0.31,0.343,0.653,0.09,0.289,1,90.93,77.7,95.54,78.21,86.77,82.68,30.81,82.27,79.06,107.07,90.53,13.51,0,0.107,0.291,0,0.598,0,0,0.003,5,0.598,"Reese McGuire 2021"
"2296","McGuire, Reese",624512,2022,274,0.269,0.307,0.369,0.676,0.1,0.297,3,92.36,53.78,96.31,82.93,85.75,85.39,31.85,76.37,63.32,130.06,87.43,37.49,0,0.053,0.442,0,0.505,0,0,0.001,5,0.505,"Reese McGuire 2022"
"2297","McGuire, Reese",624512,2023,206,0.267,0.31,0.358,0.668,0.091,0.293,1,114.5,61.35,82.89,67.3,75,77.95,34.31,67.54,99.89,146.08,72.22,14.94,0,0.514,0.062,0,0.424,0,0,0,2,0.514,"Reese McGuire 2023"
"2298","Núñez, Renato",600524,2018,261,0.258,0.322,0.419,0.741,0.161,0.322,8,111.04,84.02,87.42,87.06,89.75,89.89,119.64,99.5,138.92,117.84,115.69,97.75,0.031,0.853,0.06,0,0.001,0.007,0,0.048,2,0.853,"Renato Núñez 2018"
"2299","Núñez, Renato",600524,2019,599,0.244,0.311,0.46,0.771,0.216,0.323,31,108.6,83.64,100.04,107.94,102.65,105.55,136.9,108.47,99.72,118.95,105.69,136.33,0.877,0.005,0.058,0,0,0.007,0.006,0.046,1,0.877,"Renato Núñez 2019"
"2300","Rivera, René",425784,2015,319,0.178,0.213,0.275,0.488,0.097,0.215,5,137.66,43.28,76.67,82.8,78.19,87.61,112.95,82.42,157.53,131.91,125.18,56.38,0,0.998,0.001,0,0,0,0,0,2,0.998,"René Rivera 2015"
"2301","Rivera, René",425784,2016,207,0.222,0.291,0.341,0.632,0.119,0.273,6,128.16,91.84,89.29,84.59,87.78,93.56,68.55,84.3,112.79,123.04,126.9,91.17,0.005,0.93,0.044,0,0.002,0.001,0,0.019,2,0.93,"René Rivera 2016"
"2302","Rivera, René",425784,2017,237,0.252,0.305,0.431,0.736,0.179,0.31,10,141.34,67.33,98.85,106.95,98.52,115.28,160.21,104.38,148.97,136.51,127.54,122.42,0.719,0.012,0.003,0,0,0.259,0,0.007,1,0.719,"René Rivera 2017"
"2303","Hoskins, Rhys",656555,2017,212,0.259,0.396,0.618,1.014,0.359,0.417,18,103.97,199.69,100.82,130.4,122.53,119.52,202.13,131.06,88.08,69.53,96.68,246.34,0.002,0,0,0.997,0,0,0,0,4,0.997,"Rhys Hoskins 2017"
"2304","Hoskins, Rhys",656555,2018,660,0.246,0.354,0.496,0.85,0.25,0.363,34,105.91,151.93,93.09,110.47,108.83,106.52,160.46,107.15,93.21,70.77,96.41,164.29,0.341,0.001,0.004,0.008,0,0.034,0.041,0.571,8,0.571,"Rhys Hoskins 2018"
"2305","Hoskins, Rhys",656555,2019,705,0.226,0.364,0.454,0.818,0.228,0.347,29,111.32,189.06,85.35,95.57,103.27,97.49,124.11,102.63,98.55,76.42,91.73,108.36,0.02,0.011,0.006,0,0,0.007,0.004,0.951,8,0.951,"Rhys Hoskins 2019"
"2306","Hoskins, Rhys",656555,2021,443,0.247,0.334,0.53,0.864,0.283,0.364,27,109.29,119.37,100.38,134.49,116.72,121.53,201.44,116.49,106.53,91.52,103.53,178.65,0.427,0,0,0.546,0,0.016,0.005,0.005,4,0.546,"Rhys Hoskins 2021"
"2307","Hoskins, Rhys",656555,2022,672,0.246,0.332,0.462,0.794,0.216,0.345,30,113.63,130.79,98.79,113.2,108.55,112.03,141.4,113.91,99.01,79.2,113.57,152.85,0.645,0.001,0.003,0.013,0,0.067,0.019,0.253,1,0.645,"Rhys Hoskins 2022"
"2308","Martin Jr., Richie",621006,2019,309,0.208,0.26,0.322,0.582,0.114,0.252,6,122.23,51.56,81.38,67.61,75.08,78.78,30.71,66.83,121.88,124.14,99.43,51.15,0,0.959,0.012,0,0.029,0,0,0,2,0.959,"Richie Martin Jr. 2019"
"2309","Weeks Jr., Rickie",430001,2016,205,0.239,0.327,0.45,0.777,0.211,0.335,9,129.14,116.89,106.28,128.21,118.28,131.2,204.12,124.33,153.98,69.16,135.53,138.09,0.073,0,0,0.769,0,0.157,0,0.001,4,0.769,"Rickie Weeks Jr. 2016"
"2310","Greene, Riley",682985,2022,418,0.253,0.321,0.362,0.683,0.109,0.303,5,129.93,105.12,101.69,98.7,101.48,111.48,118.47,116.22,101.32,94.22,101.93,40.95,0.41,0.035,0.092,0,0,0.014,0.01,0.438,8,0.438,"Riley Greene 2022"
"2311","Greene, Riley",682985,2023,416,0.288,0.349,0.447,0.796,0.159,0.344,11,122.08,97.23,115.72,119.52,113.12,125.62,133.7,118.32,117.11,92.39,108.45,81.38,0.92,0,0.002,0.015,0,0.009,0.025,0.028,1,0.92,"Riley Greene 2023"
"2312","Ruiz, Rio",547004,2019,413,0.232,0.306,0.376,0.682,0.144,0.294,12,96.78,111.14,91.3,81.36,89.48,84.75,35.83,96.8,107.3,86.79,95.34,76.54,0.002,0.479,0.262,0,0.101,0,0,0.156,2,0.479,"Rio Ruiz 2019"
"2313","Refsnyder, Rob",608701,2023,243,0.248,0.365,0.317,0.682,0.069,0.314,1,85.99,157.42,104.51,91.97,105.99,94.28,44.96,86.05,112.52,64.85,80.3,12.67,0.004,0.012,0.177,0,0.049,0,0.05,0.708,8,0.708,"Rob Refsnyder 2023"
"2314","Grossman, Robbie",543257,2016,389,0.28,0.386,0.443,0.829,0.163,0.363,11,121.28,168.17,99.95,91.06,103.65,102.97,77.69,80.07,110.26,64.99,117.48,88.95,0.013,0.02,0.009,0,0,0.004,0.003,0.95,8,0.95,"Robbie Grossman 2016"
"2315","Grossman, Robbie",543257,2017,456,0.246,0.361,0.38,0.741,0.134,0.329,9,82.89,167.74,107.52,93.58,107.76,95.67,43.42,77.71,74.48,57.52,92.85,57.26,0.003,0.002,0.111,0,0.029,0,0.16,0.694,8,0.694,"Robbie Grossman 2017"
"2316","Grossman, Robbie",543257,2018,465,0.273,0.367,0.384,0.751,0.111,0.333,5,83.05,148.48,99.57,85.36,98.82,87.47,30.97,77.63,51.06,60.35,102.27,34.29,0,0.022,0.221,0,0.415,0,0.012,0.329,5,0.415,"Robbie Grossman 2018"
"2317","Grossman, Robbie",543257,2019,482,0.24,0.334,0.348,0.682,0.108,0.299,6,80.88,139.79,104.4,87.54,99.9,89.95,30.71,81.95,57.15,56.02,87.15,32.79,0.001,0.008,0.284,0,0.397,0,0.04,0.271,5,0.397,"Robbie Grossman 2019"
"2318","Grossman, Robbie",543257,2021,671,0.239,0.357,0.415,0.772,0.176,0.337,23,103.47,164.41,94.33,95.14,103.13,97.38,90.06,85.79,89.71,56.79,97.96,100.48,0.008,0.009,0.017,0,0.001,0.001,0.011,0.953,8,0.953,"Robbie Grossman 2021"
"2319","Grossman, Robbie",543257,2022,477,0.209,0.31,0.311,0.621,0.102,0.283,7,122.24,143.01,84.74,77.59,90.24,87.59,44.59,78.17,93.26,65.88,115.71,50.24,0,0.697,0.021,0,0.021,0,0,0.26,2,0.697,"Robbie Grossman 2022"
