"","name","player_id","year","pa","avg","obp","slg","ops","woba","home_run","adj_k_pct","adj_bb_pct","adj_xba","adj_xslg","adj_xwoba","adj_xwobacon","adj_barrel_pct","adj_hh_pct","adj_zswm_pct","adj_ozsw_pct","adj_ozswm_pct","adj_hr_rate","probC1","probC2","probC3","probC4","probC5","probC6","Cluster","PlayerYear"
"1464","Polanco, Jorge",593871,2016,270,0.282,0.332,0.424,0.756,0.326,4,83.48,75.14,108.25,87.95,96.18,91.95,38.08,74.71,61.46,107.74,77.71,46.6,0.004,0.021,0.945,0,0,0.031,3,"Jorge Polanco 2016"
"1465","Polanco, Jorge",593871,2017,544,0.256,0.313,0.41,0.723,0.309,13,68.51,85.58,94.52,84.9,89.59,80.83,38.93,74.81,51.43,88.09,77.04,69.33,0,0.032,0.957,0,0,0.011,3,"Jorge Polanco 2017"
"1466","Polanco, Jorge",593871,2018,333,0.288,0.345,0.427,0.772,0.336,6,86.78,86.32,101.19,88.28,94.13,89.89,52.08,77.36,54.03,79.04,81.28,57.46,0.004,0.06,0.864,0,0,0.072,3,"Jorge Polanco 2018"
"1467","Polanco, Jorge",593871,2019,704,0.295,0.356,0.485,0.841,0.352,22,74.97,97.39,107.58,106.34,104.49,97.75,85.72,87.78,60.65,92.32,76.8,82.32,0.08,0.009,0.233,0,0,0.677,6,"Jorge Polanco 2019"
"1468","Polanco, Jorge",593871,2021,644,0.269,0.323,0.503,0.826,0.349,33,81.97,78.83,107.64,116.36,107.46,104.47,119.68,94.1,66.72,107.43,86.35,150.2,0.524,0.003,0.017,0,0,0.456,1,"Jorge Polanco 2021"
"1469","Polanco, Jorge",593871,2022,445,0.235,0.346,0.405,0.751,0.333,16,96.43,176.01,102.51,114.73,114.97,110.38,129.94,99.51,103.62,86.02,101.22,123.1,0.355,0.002,0,0.024,0.03,0.589,6,"Jorge Polanco 2022"
"1470","Polanco, Jorge",593871,2023,343,0.255,0.335,0.454,0.789,0.34,14,114.5,121.54,100.5,115.45,107.85,112.71,163.28,101.56,88.98,99.02,102.68,125.62,0.741,0.006,0.001,0.007,0.042,0.204,1,"Jorge Polanco 2023"
"1471","Soler, Jorge",624585,2015,404,0.262,0.324,0.399,0.723,0.312,10,152.95,100.57,103.82,103.75,102.24,120.02,178.25,125.53,139.58,103.28,154.6,89.03,0.141,0.003,0,0.002,0.853,0.001,5,"Jorge Soler 2015"
"1472","Soler, Jorge",624585,2016,264,0.238,0.333,0.436,0.769,0.333,12,122.76,139.55,88.5,102.09,101.78,103.51,158.42,101.5,153.98,83.41,137.62,142.98,0.071,0.022,0,0,0.902,0.004,5,"Jorge Soler 2016"
"1473","Soler, Jorge",624585,2018,257,0.265,0.354,0.466,0.82,0.354,9,125.04,125.46,97.95,110.72,109.14,116.45,144.97,112.89,138.92,93.05,152.06,111.68,0.201,0.004,0,0.007,0.781,0.008,5,"Jorge Soler 2018"
"1474","Soler, Jorge",624585,2019,679,0.265,0.354,0.569,0.923,0.378,48,119.05,123.75,109.57,136.36,121.35,132.07,216.23,132.87,121.88,82.99,144.93,186.22,0.005,0,0,0.986,0.009,0,4,"Jorge Soler 2019"
"1475","Soler, Jorge",624585,2021,602,0.223,0.316,0.432,0.748,0.323,27,105.71,125,100.78,117.79,110.85,112.61,150.49,118.25,104.29,83.2,132.78,131.47,0.612,0.002,0,0.055,0.212,0.119,1,"Jorge Soler 2021"
"1476","Soler, Jorge",624585,2022,306,0.207,0.295,0.4,0.695,0.305,13,133.1,123.45,93.42,107.1,103.41,113.95,155.42,112.11,132.98,88.07,121.41,145.46,0.252,0.009,0,0.004,0.721,0.013,5,"Jorge Soler 2022"
"1477","Soler, Jorge",624585,2023,580,0.25,0.341,0.512,0.853,0.361,36,108.27,131.95,104.91,127.42,115.91,120.62,177.48,120.07,111.94,89.25,103.6,191.03,0.23,0,0,0.706,0.036,0.028,4,"Jorge Soler 2023"
"1478","Altuve, Jose",514888,2015,689,0.313,0.353,0.459,0.812,0.347,15,49.46,61.11,104.62,95.27,94.96,85.69,54.71,83.3,43.87,117.6,53.76,78.3,0.001,0.002,0.979,0,0,0.018,3,"Jose Altuve 2015"
"1479","Altuve, Jose",514888,2016,717,0.338,0.396,0.531,0.927,0.391,24,48.12,100.19,125.63,126.05,119.84,108.08,105.11,102.63,65.27,106.35,64.89,105.29,0.109,0,0.005,0.001,0,0.886,6,"Jose Altuve 2016"
"1480","Altuve, Jose",514888,2017,662,0.346,0.41,0.547,0.957,0.405,24,60.85,100.42,114.61,111.88,110.84,100.17,100.32,81.47,59.11,116.12,70.4,105.19,0.123,0.001,0.125,0,0,0.751,6,"Jose Altuve 2017"
"1481","Altuve, Jose",514888,2018,599,0.316,0.386,0.451,0.837,0.363,13,61.58,105.89,116.57,109.5,110.08,99.28,83.04,92.39,69.46,108.49,71.76,69.21,0.085,0.001,0.133,0,0,0.781,6,"Jose Altuve 2018"
"1482","Altuve, Jose",514888,2019,548,0.298,0.353,0.55,0.903,0.374,31,68.16,85.94,106.39,110.92,105.41,97.75,103.64,91.49,88.05,106.16,74.39,149.02,0.357,0.006,0.067,0,0,0.57,6,"Jose Altuve 2019"
"1483","Altuve, Jose",514888,2021,678,0.278,0.35,0.489,0.839,0.357,31,60.02,109.23,105.62,100.39,102.52,90.29,75.84,88.06,55.51,109.6,63.37,134.03,0.049,0.006,0.463,0,0,0.482,6,"Jose Altuve 2021"
"1484","Altuve, Jose",514888,2022,604,0.3,0.387,0.533,0.92,0.397,28,65.19,133.23,111.19,111.93,113.69,100.77,98.09,76.37,61.6,97.63,61.77,158.72,0.072,0,0.025,0,0,0.903,6,"Jose Altuve 2022"
"1485","Altuve, Jose",514888,2023,410,0.311,0.393,0.522,0.915,0.393,17,77.08,123.85,98.1,100.36,102.58,92.17,98.2,78.54,71.76,111.92,64.84,127.61,0.104,0.034,0.379,0,0,0.483,6,"Jose Altuve 2023"
"1486","Iglesias, Jose",578428,2015,454,0.3,0.347,0.37,0.717,0.315,2,49.46,70.02,99.83,74.32,86.1,74.71,0,54.46,29.91,113.16,55.63,15.84,0,0.001,0.999,0,0,0,3,"Jose Iglesias 2015"
"1487","Iglesias, Jose",578428,2016,513,0.255,0.306,0.336,0.642,0.283,4,47.63,65.6,99.16,74.77,85.91,73.4,10.66,58.64,29.78,123.38,49.45,24.53,0,0,0.999,0,0,0,3,"Jose Iglesias 2016"
"1488","Iglesias, Jose",578428,2017,489,0.255,0.288,0.369,0.657,0.283,6,63.72,49.07,102,77.87,84.67,78.71,17.97,61.18,44.93,126.68,74.49,35.6,0,0.004,0.996,0,0,0,3,"Jose Iglesias 2017"
"1489","Iglesias, Jose",578428,2018,464,0.269,0.31,0.389,0.699,0.304,5,47.12,47.19,100.78,81.45,87.56,76.2,18.3,61.78,43.34,141.55,52.72,34.37,0,0.001,0.999,0,0,0,3,"Jose Iglesias 2018"
"1490","Iglesias, Jose",578428,2019,530,0.288,0.318,0.407,0.725,0.306,11,59.98,43.54,104.8,82.5,87.03,81.12,29.43,64.18,58.31,158.72,53.69,54.67,0,0.001,0.998,0,0,0,3,"Jose Iglesias 2019"
"1491","Iglesias, Jose",578428,2021,511,0.271,0.309,0.391,0.7,0.304,9,65.84,46.17,108.85,87.27,91.71,85.57,40.29,71.96,58.87,156.26,70.57,51.63,0.001,0.004,0.994,0,0,0.002,3,"Jose Iglesias 2021"
"1492","Iglesias, Jose",578428,2022,467,0.292,0.328,0.38,0.708,0.312,3,54.33,44,109.95,82.17,90.24,80.73,6.37,71.22,43.75,140.98,50.37,21.99,0,0,0.999,0,0,0,3,"Jose Iglesias 2022"
"1493","Miranda, Jose",669304,2022,483,0.268,0.325,0.426,0.751,0.329,15,85.11,70.89,104.58,104.3,101.8,98.3,78.98,109.02,85.2,111.62,102.88,106.33,0.557,0.047,0.091,0,0.001,0.305,1,"Jose Miranda 2022"
"1494","Siri, Jose",642350,2022,325,0.213,0.268,0.339,0.607,0.268,7,150.3,75.78,85.57,82.17,83.82,97.47,78.98,84.85,154.28,124.25,121.17,73.74,0.007,0.983,0.002,0,0.008,0,2,"Jose Siri 2022"
"1495","Siri, Jose",642350,2023,364,0.222,0.267,0.494,0.761,0.319,25,159.06,63.66,84.89,105.87,92.36,116.14,156.18,94.3,169.92,132.14,133.14,211.38,0.088,0.013,0,0,0.899,0,5,"Jose Siri 2023"
"1496","Trevino, Jose",624431,2021,302,0.239,0.267,0.34,0.607,0.261,5,84.66,45.04,99.98,89.18,88,88.19,50.95,92.84,73.45,123.71,91.46,48.53,0.009,0.106,0.876,0,0,0.009,3,"Jose Trevino 2021"
"1497","Trevino, Jose",624431,2022,353,0.248,0.283,0.388,0.671,0.293,11,79.68,51.34,98.79,92.6,90.24,87.59,64.97,89.99,85.77,136.54,71.04,106.69,0.029,0.073,0.878,0,0,0.019,3,"Jose Trevino 2022"
"1498","Bell, Josh",605137,2017,620,0.255,0.334,0.466,0.8,0.338,26,90.55,120.96,102.79,101.32,102.52,98.32,95.83,99.45,111.72,87.73,87.75,121.67,0.352,0.051,0.03,0,0.005,0.562,6,"Josh Bell 2017"
"1499","Bell, Josh",605137,2018,583,0.261,0.357,0.411,0.768,0.336,12,83.05,151.93,104.02,101.7,106.33,97.4,98.53,107.43,108.64,82.99,94.21,65.64,0.171,0.028,0.019,0,0.003,0.779,6,"Josh Bell 2018"
"1500","Bell, Josh",605137,2019,613,0.277,0.367,0.569,0.936,0.378,37,87.24,138.64,113.14,128.57,118.28,116.47,162.49,125.17,115.46,95.09,89.08,159,0.313,0,0,0.56,0.005,0.123,4,"Josh Bell 2019"
"1501","Bell, Josh",605137,2021,568,0.261,0.347,0.476,0.823,0.352,27,79.73,128.38,111.67,116.36,113.32,106.57,104.28,130.83,91.39,86.09,103.76,139.34,0.424,0,0,0.024,0.003,0.548,6,"Josh Bell 2021"
"1502","Bell, Josh",605137,2022,647,0.266,0.362,0.422,0.784,0.344,17,71.53,152.79,112.85,107.86,112.08,100.49,91.72,104.91,93.83,85,82.21,89.96,0.092,0.001,0.008,0,0,0.899,6,"Josh Bell 2022"
"1503","Bell, Josh",605137,2023,617,0.247,0.325,0.419,0.744,0.323,22,96.68,118.06,105.31,109.46,106.92,106.13,119.5,107.56,98.74,96.92,103.37,109.74,0.591,0.011,0.004,0.001,0.01,0.383,1,"Josh Bell 2023"
"1504","Donaldson, Josh",518626,2015,711,0.297,0.371,0.568,0.939,0.398,41,95.34,131.13,111.4,135.92,123.45,122.77,215.31,135.43,124.96,78.74,118.49,207.41,0.005,0,0,0.994,0.001,0,4,"Josh Donaldson 2015"
"1505","Donaldson, Josh",518626,2016,700,0.284,0.404,0.549,0.953,0.403,37,83.48,186.06,110.23,132.52,125.44,117.76,187.36,138.71,108.99,81.33,104.4,166.26,0.007,0,0,0.987,0.001,0.005,4,"Josh Donaldson 2016"
"1506","Donaldson, Josh",518626,2017,496,0.27,0.385,0.559,0.944,0.396,33,107.32,174.59,102,129,120.69,121.38,211.12,130.19,132.41,74.63,108.41,193.03,0.007,0,0,0.978,0.013,0.001,4,"Josh Donaldson 2017"
"1507","Donaldson, Josh",518626,2018,219,0.246,0.352,0.449,0.801,0.345,8,115.24,163.44,93.5,101.7,103.51,103.84,146.38,113.17,146.64,79.39,120.82,116.5,0.186,0.029,0,0.002,0.736,0.046,5,"Josh Donaldson 2018"
"1508","Donaldson, Josh",518626,2019,659,0.259,0.379,0.521,0.9,0.377,37,106.78,174.16,104.01,121.46,117.98,117.77,200.88,133.93,150.45,79.88,96.06,147.9,0.056,0,0,0.876,0.057,0.011,4,"Josh Donaldson 2019"
"1509","Donaldson, Josh",518626,2021,543,0.247,0.352,0.475,0.827,0.353,26,94.06,153.15,108.44,129.24,119.81,117.33,206.18,132.59,126.16,81.75,97.72,140.35,0.067,0,0,0.904,0.009,0.02,4,"Josh Donaldson 2021"
"1510","Donaldson, Josh",518626,2022,546,0.222,0.308,0.374,0.682,0.302,15,122.69,121.01,88.87,94.12,96.02,98.85,124.84,111.34,158.31,100.02,108.11,94.06,0.234,0.411,0.002,0,0.332,0.021,2,"Josh Donaldson 2022"
"1511","Harrison, Josh",543281,2015,449,0.287,0.327,0.39,0.717,0.313,4,80.56,53.47,100.62,88.54,90.85,87.06,24.71,71.07,94.39,130.55,86.13,32.04,0.002,0.069,0.926,0,0,0.003,3,"Josh Harrison 2015"
"1512","Harrison, Josh",543281,2016,522,0.283,0.311,0.388,0.699,0.301,4,71.69,40.55,94.03,83.87,83.73,79.58,31.99,64.56,119.13,125.82,58.35,24.1,0,0.047,0.953,0,0,0,3,"Josh Harrison 2016"
"1513","Harrison, Josh",543281,2017,542,0.272,0.339,0.432,0.771,0.332,16,79.53,59.34,99.25,91.47,95.75,88.25,40.43,69.88,107.59,120.13,75.76,85.65,0.012,0.103,0.867,0,0,0.018,3,"Josh Harrison 2017"
"1514","Harrison, Josh",543281,2018,374,0.25,0.293,0.363,0.656,0.285,8,84.91,55.25,91.88,87.06,86.31,83.18,54.89,71.34,118.74,130.05,74.69,68.22,0.003,0.262,0.732,0,0,0.002,3,"Josh Harrison 2018"
"1515","Harrison, Josh",543281,2021,558,0.279,0.341,0.4,0.741,0.325,8,60.02,63.06,112.07,100.15,102.83,91.61,52.14,82.02,82.98,128.41,62.91,42.03,0.012,0.005,0.922,0,0,0.061,3,"Josh Harrison 2021"
"1516","Harrison, Josh",543281,2022,425,0.256,0.317,0.37,0.687,0.305,7,75.6,59.89,96.31,85.22,91.21,82.92,48.41,83.05,100.74,119.82,72.23,56.39,0.003,0.089,0.901,0,0,0.007,3,"Josh Harrison 2022"
"1517","Jung, Josh",673962,2023,515,0.266,0.315,0.467,0.782,0.334,23,130.54,67.13,104.11,115.45,104.44,119.3,140.8,118.57,118.26,114.7,110.52,137.45,0.91,0.003,0,0.003,0.065,0.019,1,"Josh Jung 2023"
"1518","Lowe, Josh",666139,2023,501,0.292,0.335,0.5,0.835,0.354,20,110.49,71.76,110.51,114.97,105.68,114.03,130.15,99.31,126.29,124.47,103.83,122.86,0.938,0.004,0.001,0.001,0.009,0.047,1,"Josh Lowe 2023"
"1519","Naylor, Josh",647304,2019,279,0.249,0.315,0.403,0.718,0.306,8,104.05,103.12,94.48,87.09,91.32,90.73,80.61,96.27,83.97,108.58,82.58,75.53,0.052,0.444,0.427,0,0,0.077,2,"Josh Naylor 2019"
"1520","Naylor, Josh",647304,2021,250,0.253,0.301,0.399,0.7,0.302,7,80.63,63.06,102.4,99.43,96.03,92.92,87.69,107.18,75.69,128.05,84.26,82.08,0.227,0.071,0.543,0,0,0.158,3,"Josh Naylor 2021"
"1521","Naylor, Josh",647304,2022,498,0.256,0.319,0.452,0.771,0.331,20,72.89,92.9,106.23,109.39,105.02,98.3,109.55,110.05,74.26,112.31,75.56,137.5,0.409,0.004,0.04,0,0,0.547,6,"Josh Naylor 2022"
"1522","Naylor, Josh",647304,2023,495,0.308,0.354,0.489,0.843,0.354,17,61.04,77.55,117.32,114.49,107.23,100.6,97.02,103.06,67.17,137.72,76.84,105.7,0.403,0.001,0.1,0,0,0.497,6,"Josh Naylor 2023"
"1523","Phegley, Josh",572033,2015,243,0.249,0.3,0.449,0.749,0.323,9,107.07,73.84,91.44,90.28,90.53,90.91,70.59,79.8,101.03,122.03,103.51,133.21,0.079,0.732,0.171,0,0.001,0.017,2,"Josh Phegley 2015"
"1524","Phegley, Josh",572033,2019,342,0.239,0.282,0.411,0.693,0.291,12,83.61,50.42,97.66,85.02,87.64,84.24,39.66,64.44,64.73,109.27,109.54,92.43,0.003,0.166,0.826,0,0,0.005,3,"Josh Phegley 2019"
"1525","Reddick, Josh",502210,2015,579,0.272,0.333,0.449,0.782,0.338,20,57.1,108.21,106.21,104,104.14,92.83,88.24,95.53,57.16,91.35,80.51,124.24,0.074,0.005,0.152,0,0,0.769,6,"Josh Reddick 2015"
"1526","Reddick, Josh",502210,2016,438,0.281,0.345,0.405,0.75,0.324,10,62.85,106.15,111.41,98.49,101.78,92.75,53.32,92.19,73.5,92.8,65.15,71.81,0.023,0.007,0.513,0,0,0.457,3,"Josh Reddick 2016"
"1527","Reddick, Josh",502210,2017,533,0.314,0.363,0.484,0.847,0.357,13,64.68,92.43,114.61,103.2,104.68,96.2,56.9,91.62,51.43,100.47,72.95,70.76,0.033,0.003,0.445,0,0,0.518,6,"Josh Reddick 2017"
"1528","Reddick, Josh",502210,2018,485,0.242,0.318,0.4,0.718,0.311,17,74.18,116.25,95.92,87.79,93.19,83.72,54.89,73.8,62.93,98.08,74.93,111.78,0.005,0.067,0.861,0,0,0.067,3,"Josh Reddick 2018"
"1529","Reddick, Josh",502210,2019,550,0.275,0.319,0.409,0.728,0.308,14,54.53,74.48,109.17,91.21,96.83,86.83,43.5,77.97,53.65,103.74,66.21,67.05,0.001,0.003,0.961,0,0,0.034,3,"Josh Reddick 2019"
"1530","Rojas, Josh",668942,2021,550,0.264,0.341,0.411,0.752,0.327,11,111.53,118.24,93.53,83.93,91.09,91.08,56.88,78.25,99.8,76.68,94.47,58.63,0.01,0.745,0.203,0,0,0.042,2,"Josh Rojas 2021"
"1531","Rojas, Josh",668942,2022,510,0.269,0.349,0.391,0.74,0.326,9,86.92,132.01,98.79,91.83,97.95,90.61,57.33,92.82,93.83,67.93,95.51,60.42,0.038,0.258,0.26,0,0.001,0.444,6,"Josh Rojas 2022"
"1532","Rojas, Josh",668942,2023,350,0.245,0.303,0.338,0.641,0.284,4,102.92,89.13,92.1,79.28,86.16,85.33,44.96,72.29,94.15,89.95,100.37,35.17,0.001,0.619,0.375,0,0,0.005,2,"Josh Rojas 2023"
"1533","Smith, Josh",669701,2022,253,0.197,0.307,0.249,0.556,0.262,2,89.64,135.68,92.59,79.62,95.06,82.65,30.57,73.54,100.74,72.03,96.23,27.07,0.002,0.505,0.46,0,0,0.034,2,"Josh Smith 2022"
"1534","Smith, Josh",669701,2023,232,0.185,0.304,0.328,0.632,0.287,6,105.59,125.01,84.49,93.41,99.48,93.49,124.23,91.05,80.94,77.4,96.22,79.59,0.094,0.583,0.079,0,0.01,0.234,2,"Josh Smith 2023"
"1535","VanMeter, Josh",642165,2019,260,0.237,0.327,0.408,0.735,0.316,8,97.69,128.33,96.86,95.57,99.59,95.15,51.18,101.04,89.22,76.07,96.3,81.05,0.102,0.246,0.139,0,0.002,0.51,6,"Josh VanMeter 2019"
"1536","VanMeter, Josh",642165,2021,310,0.212,0.297,0.354,0.651,0.287,6,120.04,119.37,81.84,76.54,84.61,83.47,61.62,92.59,100.92,64.75,134.17,56.73,0.001,0.986,0.01,0,0.001,0.002,2,"Josh VanMeter 2021"
"1537","Fuentes, Joshua",658069,2021,284,0.225,0.257,0.351,0.608,0.261,7,102.57,47.3,82.24,67,71.02,72.71,28.44,69.19,108.21,148.31,95.64,72.25,0,0.672,0.328,0,0,0,2,"Joshua Fuentes 2021"
"1538","Palacios, Joshua",641943,2023,264,0.239,0.279,0.413,0.692,0.297,10,94.46,52.09,103.71,104.91,98.55,100.86,115.95,113.56,118.83,105.29,97.14,116.58,0.81,0.046,0.017,0,0.006,0.121,1,"Joshua Palacios 2023"
"1539","Abreu, José",547989,2015,668,0.29,0.347,0.502,0.849,0.361,30,107.07,73.84,107.81,113.72,106.99,112.06,164.13,121.74,104.36,118.28,104.58,161.53,0.938,0.001,0,0.007,0.013,0.041,1,"José Abreu 2015"
"1540","Abreu, José",547989,2016,695,0.293,0.353,0.468,0.821,0.349,25,88.39,81.1,110.62,111.91,108.32,106.47,120.34,111.08,90.61,130.33,98.64,113.15,0.819,0.003,0.006,0,0.001,0.171,1,"José Abreu 2016"
"1541","Abreu, José",547989,2017,675,0.304,0.354,0.552,0.906,0.377,33,84.32,59.34,114.21,121.96,112.07,111.31,142.24,131.06,80.39,111.03,103.82,141.84,0.851,0,0,0.01,0.001,0.137,1,"José Abreu 2017"
"1542","Abreu, José",547989,2018,553,0.265,0.325,0.473,0.798,0.337,22,91.91,77.12,112.11,120.23,111.33,112.43,128.08,123.55,93.8,125.02,95.43,126.87,0.876,0,0.001,0.003,0.001,0.119,1,"José Abreu 2018"
"1543","Abreu, José",547989,2019,693,0.284,0.33,0.503,0.833,0.344,33,99.51,59.58,110.76,118.48,109.7,113.87,163.77,127.83,85.72,119.99,103.76,125.44,0.926,0,0,0.005,0.003,0.066,1,"José Abreu 2019"
"1544","Abreu, José",547989,2021,659,0.261,0.351,0.481,0.832,0.354,30,97.2,104.73,101.59,108.97,107.77,104.99,120.87,124.04,97.56,116.47,107.24,133.44,0.835,0.006,0.001,0.001,0.014,0.142,1,"José Abreu 2021"
"1545","Abreu, José",547989,2022,679,0.304,0.378,0.446,0.824,0.361,15,73.34,111.23,122.35,123.63,119.79,112.58,121.02,133.19,84.62,101.73,97.18,75.64,0.404,0,0,0.023,0,0.572,6,"José Abreu 2022"
"1546","Abreu, José",547989,2023,594,0.237,0.296,0.383,0.679,0.295,18,97.57,82.18,99.3,97.96,97.31,97.18,102.94,104.06,102.76,126.56,93.45,93.26,0.547,0.195,0.12,0,0.003,0.135,1,"José Abreu 2023"
"1547","Azocar, José",640492,2022,216,0.257,0.298,0.332,0.63,0.278,0,92.36,68.45,99.62,80.64,87.35,87.04,31.85,78.68,98.44,131.08,85.06,0,0.001,0.149,0.848,0,0,0.002,3,"José Azocar 2022"
"1548","Bautista, José",430832,2015,666,0.25,0.377,0.536,0.913,0.389,40,81.07,210.06,103.82,128.19,123.45,112.06,222.37,132.81,103.69,66.81,90.4,216.02,0.002,0,0,0.994,0.001,0.003,4,"José Bautista 2015"
"1549","Bautista, José",430832,2016,517,0.234,0.366,0.452,0.818,0.355,22,97.72,200.38,99.56,103.52,112.06,103.24,126.43,128.85,84.91,65.34,110.94,133.85,0.183,0.003,0,0.042,0.071,0.702,6,"José Bautista 2016"
"1550","Bautista, José",430832,2017,686,0.203,0.308,0.366,0.674,0.295,23,118.82,139.22,82.71,89.13,94.21,91.69,98.82,103.22,128.28,82.63,111.73,97.28,0.05,0.833,0.006,0,0.086,0.025,2,"José Bautista 2017"
"1551","Bautista, José",430832,2018,399,0.203,0.348,0.378,0.726,0.324,13,129.7,193.37,89.85,94.87,105.7,106.26,111.19,118.09,116.96,72.57,143.76,103.91,0.052,0.028,0,0.001,0.894,0.025,5,"José Bautista 2018"
"1552","Caballero, José",676609,2023,280,0.221,0.343,0.32,0.663,0.305,4,105.15,115.75,82.08,72.57,92.67,81.11,42.59,59.28,86.11,101.11,89.06,43.97,0,0.595,0.402,0,0,0.002,2,"José Caballero 2023"
"1553","Martínez, José",500874,2017,307,0.309,0.379,0.518,0.897,0.379,14,93.43,118.68,129.57,140.25,128.69,131.71,160.21,131.35,82.76,88.46,92.09,132.31,0.026,0,0,0.957,0,0.017,4,"José Martínez 2017"
"1554","Martínez, José",500874,2018,590,0.305,0.364,0.457,0.821,0.356,17,82.11,95.53,121.83,124.86,118.21,115.91,132.31,121.91,85.49,93.77,88.35,91.89,0.439,0,0,0.024,0,0.537,6,"José Martínez 2018"
"1555","Martínez, José",500874,2019,373,0.269,0.34,0.41,0.75,0.323,10,99.96,107.71,108.37,107.48,106.64,106.85,90.84,104.22,102.63,91.98,84.02,70.62,0.369,0.017,0.021,0,0.002,0.591,6,"José Martínez 2019"
"1556","Osuna, José",591741,2017,227,0.233,0.269,0.428,0.697,0.293,7,84.32,45.64,102.4,96.16,93.59,92.22,67.38,92.2,92.81,120.13,82.65,89.47,0.095,0.121,0.721,0,0,0.063,3,"José Osuna 2017"
"1557","Osuna, José",591741,2019,285,0.264,0.31,0.456,0.766,0.32,10,76.34,72.19,106.39,102.21,100.82,96.19,65.25,99.18,97.38,106.85,84.99,92.43,0.262,0.051,0.317,0,0,0.37,6,"José Osuna 2019"
"1558","Peraza, José",606299,2016,256,0.324,0.352,0.411,0.763,0.331,3,63.34,32.2,122.47,97.29,102.1,96.25,28.94,66.82,50.06,125.82,62.53,36.86,0.002,0.001,0.981,0,0,0.017,3,"José Peraza 2016"
"1559","Peraza, José",606299,2017,518,0.259,0.297,0.324,0.621,0.273,5,64.68,44.5,111.06,85.61,92.67,86.66,25.45,57.99,51.43,125.23,73.72,28.01,0,0.002,0.996,0,0,0.001,3,"José Peraza 2017"
"1560","Peraza, José",606299,2018,683,0.288,0.326,0.416,0.742,0.319,14,51.32,48.34,110.49,93.4,95.07,86.4,35.19,64.51,39.18,119.27,68.1,65.37,0,0.001,0.993,0,0,0.006,3,"José Peraza 2018"
"1561","Peraza, José",606299,2019,403,0.239,0.285,0.346,0.631,0.272,6,65.43,48.12,105.6,83.19,91.32,83.72,3.84,67.89,43.15,117.57,86.19,39.22,0,0.005,0.993,0,0,0.001,3,"José Peraza 2019"
"1562","Pirela, José",517369,2017,344,0.288,0.347,0.49,0.837,0.355,10,98.7,89.01,104.37,99.44,100.68,100.17,67.38,113.37,103.45,110.66,107.14,84.34,0.573,0.121,0.059,0,0.004,0.243,1,"José Pirela 2017"
"1563","Pirela, José",517369,2018,473,0.249,0.3,0.345,0.645,0.283,5,87.71,72.51,102.8,83.89,91.32,88.55,47.86,102.23,94.4,108.14,95.68,33.71,0.02,0.248,0.696,0,0,0.036,3,"José Pirela 2018"
"1564","Ramírez, José",608070,2015,355,0.219,0.291,0.34,0.631,0.28,6,56.08,114.58,95.83,83.8,92.43,78.55,31.77,69.9,58.49,84.19,46.54,60.79,0,0.006,0.983,0,0,0.011,3,"José Ramírez 2015"
"1565","Ramírez, José",608070,2016,618,0.312,0.363,0.462,0.825,0.355,11,49.1,84.68,114.57,99.69,103.03,90.87,45.7,92.76,65.27,91.06,47.36,55.99,0.005,0.001,0.74,0,0,0.253,3,"José Ramírez 2016"
"1566","Ramírez, José",608070,2017,645,0.318,0.374,0.583,0.957,0.396,29,51.26,92.43,118.94,114.22,110.84,99.64,74.86,100.61,56.75,84.09,61.22,130.45,0.047,0,0.034,0,0,0.919,6,"José Ramírez 2017"
"1567","Ramírez, José",608070,2018,698,0.27,0.387,0.552,0.939,0.391,39,53.65,174.95,105.64,114.86,114.14,96.33,116.82,95.95,59.37,71.49,57.36,178.19,0.023,0,0.002,0.001,0,0.974,6,"José Ramírez 2018"
"1568","Ramírez, José",608070,2019,542,0.255,0.327,0.479,0.806,0.334,23,62.25,110,105.99,105.65,104.8,93.59,80.61,94.68,51.32,79.53,67.17,111.79,0.034,0.003,0.154,0,0,0.809,6,"José Ramírez 2019"
"1569","Ramírez, José",608070,2021,636,0.266,0.355,0.538,0.893,0.372,36,61.36,127.25,114.09,121.13,116.1,104.73,131.53,106.68,49.9,87.17,67.08,165.92,0.102,0,0.001,0.004,0,0.893,6,"José Ramírez 2021"
"1570","Ramírez, José",608070,2022,685,0.28,0.355,0.514,0.869,0.363,29,54.33,123.45,105.41,103.79,102.77,90.88,84.08,94.88,54.69,97.97,62.72,144.95,0.05,0.003,0.191,0,0,0.757,6,"José Ramírez 2022"
"1571","Ramírez, José",608070,2023,691,0.282,0.356,0.475,0.831,0.346,24,47.23,122.69,119.72,114.97,111.26,98.76,82.82,101.06,50.52,98.32,69.68,106.89,0.041,0,0.029,0,0,0.93,6,"José Ramírez 2023"
"1572","Reyes, José",408314,2015,519,0.274,0.31,0.378,0.688,0.3,7,60.67,63.65,95.83,73.82,82.3,74.71,3.53,54.17,70.46,121.34,67.13,48.51,0,0.009,0.991,0,0,0,3,"José Reyes 2015"
"1573","Reyes, José",408314,2016,279,0.267,0.326,0.443,0.769,0.329,8,86.42,97.8,96.79,88.43,92.45,87.65,65.5,73.59,90.61,112.96,75.35,90.19,0.015,0.175,0.77,0,0,0.04,3,"José Reyes 2016"
